;lastpage;seed;age;colorVision;gender;gender[other];experienceAI_none;experienceAI_media;experienceAI__privateLife;experienceAI_work;experienceAI_relatedCourse;experienceAI_research;experienceAI_other;experienceHealth_none;experienceHealth_interested;experienceHealth_work;experienceHealth_doctor;experienceHealth_pulmonologist;experienceHealth_research;experienceHealth_xRays;experienceHealth_other;outcomeAI[1];condition;slider1;ownPrediction1;ownConfidence1[howConfident];aiPrediction1;confidence1[howConfident];justification1;slider2;ownPrediction2;ownConfidence2[howConfident];aiPrediction2;confidence2[howConfident];justification2;slider3;ownPrediction3;ownConfidence3[howConfident];aiPrediction3;confidence3[howConfident];justification3;slider4;ownPrediction4;ownConfidence4[howConfident];aiPrediction4;confidence4[howConfident];justification4;slider5;ownPrediction5;ownConfidence5[howConfident];aiPrediction5;confidence5[howConfident];justification5;slider6;ownPrediction6;ownConfidence6[howConfident];aiPrediction6;confidence6[howConfident];justification6;slider7;ownPrediction7;ownConfidence7[howConfident];aiPrediction7;confidence7[howConfident];justification7;slider8;ownPrediction8;ownConfidence8[howConfident];aiPrediction8;confidence8[howConfident];justification8;slider9;ownPrediction9;ownConfidence9[howConfident];aiPrediction9;confidence9[howConfident];justification9;slider10;ownPrediction10;ownConfidence10[howConfident];aiPrediction10;confidence10[howConfident];justification10;slider11;ownPrediction11;ownConfidence11[howConfident];aiPrediction11;confidence11[howConfident];justification11;slider12;ownPrediction12;ownConfidence12[howConfident];aiPrediction12;confidence12[howConfident];justification12;featurePneumonia;featureHealthy;explSatisfaction_makeDecision;explSatisfaction_satisfying;explSatisfaction_detail;explSatisfaction_complete;explSatisfaction_usefulToPredictAi;explSatisfaction_trust;TrustRating_trust;TrustRating_rely;CompetenceRating[1];EmotionRating_Anger;EmotionRating_Easygoing;EmotionRating_Happy;EmotionRating_ChilledOut;EmotionRating_Mad;EmotionRating_Satisfaction;EmotionRating_Calm;EmotionRating_Relaxation;EmotionRating_Enjoyment;EmotionRating_Pissed;EmotionRating_Liking;PracticalApplRating[1];PracticalApplAreas_additionToMedicalPersonel;PracticalApplAreas_diagnosis;PracticalApplAreas_supportForMedicalExplanation;PracticalApplAreas_routineExaminations;PracticalApplAreas_screeningAtHome;PracticalApplAreas_other;comment;totalTime;predictionTime1;predictionTime2;predictionTime3;predictionTime4;predictionTime5;predictionTime6;predictionTime7;predictionTime8;predictionTime9;predictionTime10;predictionTime11;predictionTime12;lastPageTime;ownPrediction1_correct;ownPrediction2_correct;ownPrediction3_correct;ownPrediction4_correct;ownPrediction5_correct;ownPrediction6_correct;ownPrediction7_correct;ownPrediction8_correct;ownPrediction9_correct;ownPrediction10_correct;ownPrediction11_correct;ownPrediction12_correct;aiPrediction1_correct;aiPrediction2_correct;aiPrediction3_correct;aiPrediction4_correct;aiPrediction5_correct;aiPrediction6_correct;aiPrediction7_correct;aiPrediction8_correct;aiPrediction9_correct;aiPrediction10_correct;aiPrediction11_correct;aiPrediction12_correct;correctOwnPredictionsTotal;correctAiPredictionsTotal;ignored_sliders;ownPred=AiPred;correct_own_Predictions_percent;correct_Ai_Predictions_percent;correct_Predictions_ForWrongAi_percent;correct_Predictions_ForCorrectAi_percent;meanConfidence;correctMeanConfidence;falseMeanConfidence;TimePrediction_mean;explSatisfaction_mean;Trust_mean;Anger_mean;Happy_mean;Relaxation_mean
158;18;679668178;37.0;N;1.0;;;Y;Y;;;;;Y;;;;;;;;4.0;1;1.0;sick;4.0;sick;4.0;;-1.0;sick;5.0;sick;5.0;;-1.0;sick;4.0;sick;4.0;;-1.0;healt;5.0;healt;5.0;;0.95;sick;4.0;sick;4.0;;0.92;sick;4.0;sick;4.0;;1.0;healt;4.0;sick;3.0;;-1.0;sick;4.0;sick;4.0;;1.0;sick;4.0;sick;4.0;;0.66;sick;5.0;sick;5.0;;1.0;sick;4.0;sick;4.0;;-1.0;healt;4.0;healt;4.0;;It looks like random.;It looks like random to me.;4.0;4.0;3.0;4.0;4.0;3.0;3.0;2.0;3.0;1.0;3.0;4.0;3.0;1.0;3.0;6.0;6.0;3.0;1.0;2.0;3.0;Y;;;;;;;1382.67;75.62;24.68;47.76;14.46;39.52;30.56;53.64;41.5;95.37;34.25;37.03;18.08;279.74;1;1;1;1;0;0;1;0;0;1;1;0;1;1;1;0;1;1;0;0;0;0;0;1;7;6;5;0.8571428571428571;0.5714285714285714;0.42857142857142855;0.5;0.3333333333333333;4.0;4.0;4.0;52.284285714285716;3.6666666666666665;2.5;1.0;3.0;4.5
160;18;1459947465;35.0;N;1.0;;;Y;;;;;;;Y;;;;;;;4.0;1;1.0;sick;7.0;sick;7.0;Because it was green all over;1.0;sick;7.0;sick;7.0;Totally white lung;-1.0;healt;3.0;healt;3.0;I am not sure about this;1.0;sick;5.0;sick;5.0;White lung;1.0;healt;4.0;healt;4.0;Black lung;-1.0;healt;3.0;healt;4.0;Moderate colour;-1.0;sick;5.0;sick;7.0;White lung;1.0;healt;7.0;healt;7.0;Because it was black lunch;-1.0;healt;4.0;healt;3.0;Black with maximum green;1.0;sick;5.0;healt;3.0;Small green area;-1.0;sick;2.0;sick;4.0;Dont know;1.0;sick;3.0;healt;3.0;Dont know ;Yes;Yes;3.0;2.0;2.0;2.0;4.0;4.0;4.0;2.0;4.0;3.0;5.0;5.0;2.0;1.0;6.0;4.0;4.0;6.0;1.0;4.0;3.0;;Y;;Y;;;No;837.97;62.53;26.75;27.62;44.64;22.61;56.2;18.65;62.12;31.71;44.3;18.01;22.87;185.15;1;1;0;0;1;1;0;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;0;1;9;7;5;0.7142857142857143;0.8571428571428571;0.8571428571428571;0.75;1.0;5.142857142857143;5.333333333333333;4.0;40.83142857142858;2.8333333333333335;3.0;1.6666666666666667;5.25;3.75
162;18;690572767;24.0;N;2.0;;;Y;;;;;;Y;;;;;;;;4.0;1;1.0;sick;5.0;sick;6.0;it's looked at key/large areas of the lungs that are foggy;1.0;sick;6.0;sick;6.0;the areas the AI looked are very white;1.0;healt;2.0;sick;5.0;it looks similar to other pics which has been judged the same. ;1.0;healt;4.0;healt;4.0;it checked a relevant area. i think it might not be quite as right because of the breasts. ;1.0;healt;3.0;healt;4.0;the areas it highlighted;1.0;healt;2.0;healt;4.0;it looked at relevant areas;1.0;sick;2.0;sick;2.0;this one seems harder to parse but again the AI has sort of used colour in the areas its looking at seem relevant;0.6;healt;5.0;healt;3.0;the areas it has looked at seem relevant but it might have struggled a bit with one area;1.0;healt;5.0;healt;5.0;its looked at areas around the spine for their colour;1.0;sick;2.0;sick;4.0;the areas it looked at;1.0;healt;5.0;healt;2.0;its looked at relevant areas in both lungs around the spine;1.0;sick;3.0;sick;6.0;it looked at large parts of the lung that are relevant to having pneumonia;areas of white within the lungs/heart/spine and patterns in that area;areas of black;2.0;2.0;2.0;3.0;3.0;1.0;4.0;4.0;3.0;1.0;4.0;3.0;4.0;1.0;6.0;4.0;3.0;3.0;1.0;4.0;4.0;;Y;;Y;;;;941.13;65.12;28.47;72.22;81.43;38.09;34.29;47.6;51.23;31.21;46.89;72.82;55.86;111.53;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;1;0;9;6;0;0.9166666666666666;0.75;0.5;0.16666666666666666;0.8333333333333334;4.25;4.5;4.0;52.10250000000001;2.1666666666666665;4.0;1.0;4.0;3.75
165;18;1279586330;32.0;N;1.0;;Y;;;;;;;Y;;;;;;;;3.0;1;1.0;sick;6.0;sick;5.0;The green areas the AI assessed are cloudy thus i believe it will decide the person has pneumonia.;1.0;sick;7.0;sick;7.0;This image is very white and thus the AI will pick up pneumonia easily.;1.0;sick;3.0;sick;3.0;The green areas appear to be highlighting pneumonia.;0.92;sick;6.0;sick;4.0;These lungs look abnormal are i believe that the AI will decide on pneumonia.;0.7;sick;2.0;sick;2.0;I believe this shows early stage pneumonia and i think the AI will thus notice this.;1.0;sick;5.0;sick;5.0;This image seems to have alot of cloudy areas on the lungs and thus i believe the AI will say pneumonia.;1.0;sick;5.0;sick;4.0;The AI appears to have analysed cloudy areas in the lungs thus i believe it will choose pneumonia.;1.0;healt;4.0;healt;4.0;The image does not clearly display pneumonia and i believe the green areas support this.;0.81;healt;5.0;healt;5.0;I believe the AI will see no pneumonia in the image.;1.0;sick;6.0;sick;6.0;The lungs are very cloudy and the green areas support this.;1.0;sick;3.0;sick;3.0;The green areas seem to target areas showing pneumonia.;1.0;healt;4.0;healt;3.0;This image appears somewhat borderline although i believe the AI will say they are not suffering from pneumonia.;It seems to look at the green areas are assess whether these are whitish in order to predict pneumonia.;It seems to look at the green areas are assess whether these are dark in order to predict  no pneumonia.;4.0;4.0;4.0;4.0;4.0;3.0;4.0;4.0;8.0;1.0;1.0;1.0;4.0;1.0;5.0;5.0;3.0;2.0;1.0;1.0;4.0;Y;Y;;;;;No;930.17;97.57;28.8;44.06;43.97;51.41;50.82;50.89;37.65;33.56;31.76;43.08;54.45;154.54;1;1;1;0;0;0;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1;7;9;0;1.0;0.5833333333333334;0.75;0.6666666666666666;0.8333333333333334;4.25;4.222222222222222;4.333333333333333;47.335;3.8333333333333335;4.0;1.0;2.25;3.25
170;18;876625462;42.0;N;2.0;;Y;;;;;;;Y;;;;;;;;4.0;1;1.0;sick;6.0;sick;7.0;shaded areas to the upper part of both lungs;1.0;sick;7.0;sick;7.0;the lungs are heavily shaded;-1.0;sick;5.0;healt;3.0;;-1.0;sick;6.0;sick;6.0;;1.0;healt;4.0;healt;4.0;the area isn't shaded enough;1.0;healt;3.0;healt;3.0;it's looking at the area of the heart mainly rather than the lung;-1.0;sick;7.0;sick;5.0;the green areas are heavily shaded;-1.0;healt;5.0;healt;5.0;The lungs are not heavily shaded;-1.0;healt;4.0;healt;4.0;;1.0;sick;7.0;sick;7.0;heavily shaded lungs;0.93;sick;4.0;sick;4.0;;1.0;healt;6.0;sick;4.0;The Ai is looking at areas that are shaded but not in the lungs;Percentage of shaded area;percentage of clear area;3.0;3.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;1.0;3.0;4.0;4.0;1.0;2.0;4.0;4.0;4.0;2.0;4.0;3.0;Y;Y;Y;Y;Y;;;624.73;36.84;21.92;12.85;10.17;41.4;63.04;27.61;22.46;27.57;30.9;19.11;44.21;108.33;1;1;1;0;1;1;0;1;1;1;1;0;1;1;0;1;0;0;0;1;1;0;0;0;9;5;5;0.8571428571428571;0.8571428571428571;0.2857142857142857;0.0;1.0;5.142857142857143;7.0;4.4;36.77428571428571;2.6666666666666665;3.0;1.3333333333333333;3.5;3.75
171;18;1015361318;42.0;N;1.0;;;Y;;;;;;Y;Y;;;;;;;4.0;1;1.0;healt;5.0;healt;4.0;Dark areas on the lungs seem to signify air and not infection.;0.84;sick;3.0;healt;3.0;"The amount of contrast doesn't show infection.
";1.0;healt;4.0;healt;5.0;Green area is partially located over patient's heart and below the left lung in the abdomen;0.97;healt;3.0;healt;3.0;Upper part of lungs look clear, as well as lower.;1.0;sick;2.0;sick;1.0;"Xray shows pockets of trapped air.
";0.95;healt;5.0;healt;5.0;The Ai doesn't see dark spots which indicate pneumonia.;1.0;healt;5.0;healt;5.0;It looks like the AI is looking for clarity in the image of the ribs in the lower right lung.;0.98;healt;3.0;healt;3.0;AI was focusing on the patient's right shoulder blade.;0.88;healt;6.0;healt;4.0;AI was picking up something in the patient's heart.;1.0;sick;7.0;sick;7.0;Overall the lungs look very cloudy.;0.93;healt;5.0;healt;5.0;Some of the green area is focused over the patient's heart.;1.0;sick;4.0;sick;6.0;Green is intensely focused in the lower left lung.;I think that the AI is trying to see how obstructed the lower ribs are in the x-ray.;I think that the AI is looking for dark areas on the lungs.;1.0;2.0;1.0;2.0;1.0;1.0;4.0;5.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;5.0;Y;Y;Y;Y;;;I really didn't understand how the AI made it's predictions. I hope my input will still be useful.;1795.94;143.7;103.31;95.91;75.56;51.2;72.08;73.5;86.2;41.22;57.83;66.47;65.5;367.1;0;1;0;1;0;1;1;1;1;1;0;1;0;0;0;0;1;0;1;1;1;0;1;0;8;5;0;0.9166666666666666;0.6666666666666666;0.4166666666666667;0.3333333333333333;0.5;4.25;3.6;4.714285714285714;77.70666666666668;1.3333333333333333;4.5;1.3333333333333333;1.25;1.75
173;18;1455762172;57.0;N;1.0;;;Y;;;;;;;Y;;;;;;;4.0;1;1.0;sick;7.0;healt;7.0;The green is in a clear area, and so will not detect pneumonia;1.0;sick;7.0;sick;7.0;The lungs are cloudy, and the AI picked this up.;1.0;sick;5.0;sick;5.0;The AI will predict pneumonia, because it spotted cloudiness;1.0;sick;4.0;healt;4.0;The AI missed area of cloudiness;1.0;healt;6.0;sick;5.0;The AI may have misdiagnosed the lungs as contagious.;1.0;sick;6.0;sick;5.0;The AI clearly found congestion in the lungs;1.0;healt;6.0;healt;6.0;The Ai looked at the clearer area;1.0;sick;7.0;sick;7.0;The AI pointed out that the patient has pneumonia;1.0;healt;5.0;healt;3.0;The AI spotted fairly clear areas.;1.0;sick;6.0;sick;7.0;The AI spotted congestion;1.0;sick;6.0;sick;6.0;The AI examined cloudy areas;1.0;sick;6.0;sick;6.0;The AI points to cloudy areas;It looks for the amount of cloudiness on the x-ray.;It looks for a minimal amount of cloudiness.;4.0;3.0;2.0;2.0;3.0;3.0;4.0;4.0;6.0;1.0;2.0;1.0;1.0;1.0;4.0;1.0;1.0;1.0;1.0;2.0;4.0;Y;Y;Y;Y;;;This made me feel a bit squeamish, to be honest. But it was different!;1380.24;74.09;53.22;83.92;80.15;76.41;65.11;81.08;66.95;82.01;48.41;62.3;56.36;231.82;1;1;1;0;1;0;1;0;1;1;1;1;0;1;1;0;1;1;1;0;1;0;0;0;9;6;0;0.75;0.75;0.5;0.3333333333333333;0.6666666666666666;5.666666666666667;5.166666666666667;6.166666666666667;69.1675;2.8333333333333335;4.0;1.0;2.0;1.25
174;18;845287393;60.0;N;2.0;;;Y;Y;Y;;Y;;;Y;;;;;;;4.0;1;0.99;sick;7.0;sick;7.0;The lungs are more difficult to detect and there is opacity in the stomach area below. This seems to be a pattern of that can help in distinguishing when pneumonia is present.;0.61;sick;7.0;sick;1.0;"Because one lung looks completely infected; even more so than in the other images.";-1.0;healt;7.0;healt;7.0;Clear and defined x-rays showing lungs, other organs also easy to distinguish.;0.7;healt;5.0;healt;6.0;"The lungs and the area beneath is more discernible; faded but not opaque - there's clear definition.";-1.0;healt;6.0;healt;7.0;Oh, just my eternal optimism that this time some maverick AI will agree with my prediction.;0.89;healt;5.0;healt;1.0;;1.0;sick;6.0;sick;6.0;Opacity everywhere. From what I can see, this looks like a bad case. However, if I get this one wrong, I've been looking at the wrong clues and will need to review. ;0.54;sick;6.0;sick;5.0;"The areas highlighted indicate where the distinction between healthy and unhealthy lies;  lots of opacity in the stomach area.";0.41;healt;7.0;healt;7.0;"Everything clear to see; healthy looking.";0.99;sick;7.0;sick;7.0;Key areas of the lungs seem infected. Lungs are difficult to discern clearly.;0.63;sick;7.0;sick;4.0;Darker x-rays seems to be a pattern of pneumonia. Also, key parts of the lungs are highlighted.;-1.0;healt;7.0;healt;7.0;All organs are clearly distinguishable.;Clearly nothing I'm looking at! I think, with hindsight, it pays attention to specific areas in the lungs and behind in the rib area, rather than where I was looking - at the stomach area. Also the right lung seemed to be critical at times for garnering information.;"Clarity of the lung area and the spine, also something else that might only be detected with sensory technology. Perhaps breathing capacity, lungs diminishing; developing obstruction, etc.";1.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;4.0;1.0;2.0;2.0;2.0;4.0;3.0;2.0;Y;;Y;Y;;;A very enlightening survey. Thank you! Off to look up  and research this subject.;3637.24;243.43;149.0;85.87;358.84;249.43;121.19;349.72;146.04;68.94;153.64;159.19;58.42;838.47;1;1;0;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;1;0;0;1;8;4;3;1.0;0.7777777777777778;0.3333333333333333;0.0;0.6;4.888888888888889;5.0;4.833333333333333;194.44333333333336;1.6666666666666667;1.5;3.3333333333333335;2.0;2.0
175;18;1697998407;36.0;N;1.0;;Y;Y;;;;;;Y;Y;;;;;;;3.0;0;1.0;sick;4.0;sick;4.0;Because, it is showing what it has programmed to do;1.0;healt;4.0;healt;4.0;The scan is almost clear, what it is show is something else;1.0;sick;4.0;sick;4.0;It is showing the infected area;1.0;healt;4.0;healt;4.0;The scan is not perfectly done;1.0;sick;4.0;sick;4.0;It is show somewhat on the scan;1.0;sick;4.0;sick;4.0;Scanned at the right position;1.0;healt;4.0;healt;3.0;It is not showing it on the right position;1.0;healt;4.0;healt;4.0;Not clear.... ;1.0;sick;4.0;sick;4.0;Perfectly scanned and clearly can be discribed;1.0;sick;4.0;sick;4.0;It is showing at the right position;1.0;healt;4.0;healt;4.0;It has showing different parts of the scan, but not showing the infected area;1.0;sick;4.0;sick;4.0;It is showing the infected area;It was right on some of the scans;Yes it was somewhat doing it but not perfect;4.0;3.0;4.0;3.0;4.0;3.0;3.0;3.0;7.0;1.0;4.0;5.0;5.0;1.0;4.0;4.0;3.0;5.0;1.0;6.0;3.0;Y;Y;Y;Y;Y;;It should explain more about the survey before starts;1149.56;113.68;51.16;38.02;45.87;36.11;27.36;57.55;29.71;60.82;28.86;133.26;46.08;365.57;1;0;1;1;0;0;1;1;0;1;0;1;1;0;1;0;1;1;1;1;0;0;1;0;7;7;0;1.0;0.5833333333333334;0.5833333333333334;0.5;0.6666666666666666;3.9166666666666665;3.857142857142857;4.0;55.70666666666668;3.5;3.0;1.0;5.0;4.0
180;18;626378936;47.0;N;2.0;;;Y;Y;;;;;;Y;;;;;;;4.0;0;1.0;sick;6.0;sick;6.0;The highlighted green area is slightly more cloudy than the rest.;1.0;sick;7.0;sick;7.0;The lungs are very cloudy.;1.0;sick;6.0;sick;6.0;The lower halves of the lungs are cloudy.;1.0;sick;6.0;sick;6.0;Only the upper portion of the lungs are visible.;1.0;healt;5.0;healt;5.0;The green area looks clear.;1.0;sick;4.0;sick;4.0;Lower portion is cloudy.;-1.0;sick;7.0;sick;7.0;Very cloudy lungs.;1.0;healt;6.0;healt;6.0;The lungs look clear.;1.0;healt;6.0;healt;6.0;The lungs look clear.;1.0;sick;7.0;sick;7.0;Very cloudy lungs.;1.0;sick;6.0;sick;6.0;The lungs are cloudy.;1.0;healt;5.0;healt;5.0;The lungs look clear.;How cloudy the lungs look.;How clear the lungs look.;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;7.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;4.0;Y;;Y;;;;;1486.3;135.05;25.55;316.22;55.92;165.23;87.38;29.64;78.63;46.58;39.33;55.29;69.57;213.76;1;1;1;0;1;0;0;1;1;1;1;0;1;1;1;1;0;1;0;1;1;0;0;1;8;8;1;1.0;0.7272727272727273;0.7272727272727273;0.5;1.0;5.818181818181818;5.75;6.0;97.70454545454545;4.0;4.0;1.0;1.25;1.25
181;18;491065446;46.0;N;1.0;;;Y;;;;;;Y;;;;;;;;4.0;0;0.99;sick;4.0;sick;5.0;Based on information supplied and the brightness of the heatmap;0.6;sick;5.0;sick;4.0;Previous information;0.74;healt;4.0;healt;4.0;Shape and density of heatmap;0.98;healt;4.0;healt;4.0;Heatmap doesn't seem to indicate there is pneumonia;0.91;sick;4.0;sick;4.0;The pattern and brightness of the heatmap;1.0;sick;4.0;sick;4.0;The brightness of the heatmap;1.0;sick;5.0;sick;5.0;Brightness and density of heatmap;1.0;healt;5.0;healt;5.0;Scarcity of heatmap;1.0;sick;4.0;sick;5.0;Sizable heatmap;0.75;sick;4.0;sick;4.0;Large heatmap;1.0;sick;5.0;sick;5.0;Pattern and brightness of the heatmap;0.89;healt;5.0;healt;4.0;The pattern of the heatmap;I think the AI is looking at how 'cloudy' the lungs appear;How clear they appear in the image;3.0;3.0;3.0;3.0;3.0;3.0;4.0;4.0;6.0;4.0;1.0;1.0;1.0;4.0;4.0;2.0;1.0;1.0;5.0;1.0;4.0;Y;Y;Y;Y;;;It was an interesitn survey;942.92;88.58;34.13;40.44;72.22;39.82;40.61;26.48;26.87;36.35;32.94;33.33;39.66;192.44;1;1;0;1;0;0;0;1;0;1;1;0;1;1;0;0;1;1;0;1;0;0;0;1;6;6;0;1.0;0.5;0.5;0.5;0.5;4.416666666666667;4.333333333333333;4.5;42.61916666666667;3.0;4.0;4.333333333333333;1.75;1.25
183;18;1122802601;34.0;N;1.0;;;Y;;;;;;;Y;;;;;;;5.0;0;1.0;sick;7.0;sick;5.0;Lots of clouding, especially in the areas that are most relevant to the AI's decision.;1.0;sick;7.0;sick;1.0;The lungs are very cloudy so the AI has to spot this.;1.0;healt;5.0;healt;7.0;The areas the AI focused on seem to be the clear areas of the lungs indicating they are healthy.;1.0;healt;5.0;healt;1.0;It has focused on clear areas of the lungs, but I'm not sure if this is correct or not;1.0;healt;2.0;healt;1.0;The green pixels seem to be over blacker areas so would maybe support an AI decision about no pneumonia.;1.0;sick;7.0;sick;2.0;The heatmap correlates with very clouded areas of the lungs which I think means the AI would say the patient has pneumonia.;1.0;sick;7.0;sick;5.0;This is a very clouded lung, and based on the heatmap, I think the AI would make a decision that is pneumonia.;1.0;healt;3.0;healt;1.0;The AI heatmap is greener in dark black areas so I think this indicates a diagnosis of healthy lungs;1.0;healt;6.0;healt;1.0;The brightest pixels appear to be in dark black areas which to me indicates healthy lungs which I think would be confirmed by the AI.;1.0;sick;7.0;sick;5.0;The brighter green pixels are in the most clouded parts of the lungs so I think the AI will decide that this is pneumonia.;1.0;healt;3.0;healt;1.0;The lungs look healthy, and the heatmap appears to correlate with healthy areas.;1.0;sick;1.0;sick;3.0;The green areas are in cloudier areas of the lungs and so the AI may read this as pneumonia.;cloudy white areas.;dark black areas.;2.0;2.0;3.0;3.0;3.0;2.0;2.0;2.0;4.0;3.0;4.0;3.0;4.0;3.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;Y;;;Y;;;;1051.37;41.28;38.62;52.47;62.71;168.45;46.59;82.34;60.04;58.22;43.89;51.46;52.93;119.61;1;1;0;1;1;0;0;1;1;1;0;1;1;1;0;0;0;1;0;1;1;0;1;0;8;6;0;1.0;0.6666666666666666;0.5;0.3333333333333333;0.6666666666666666;2.75;1.8333333333333333;3.6666666666666665;63.25;2.5;2.0;3.0;2.25;3.0
186;18;1972197817;18.0;N;2.0;;;Y;;;;;;Y;;;;;;;;4.0;0;1.0;sick;6.0;sick;5.0;The heat map is concentrated in one single area;1.0;sick;3.0;healt;2.0;The x-ray cant see;1.0;sick;2.0;healt;3.0;The AI concentrations are all over ;1.0;sick;5.0;healt;3.0;There isn't a concentration on the x-ray in the heat map;1.0;healt;3.0;sick;4.0;The heat map shows a concentration in  a line;1.0;sick;3.0;sick;4.0;there are concentrations in many areas;1.0;sick;6.0;sick;6.0;Is just feels obvious ;1.0;healt;7.0;healt;6.0;the Xray is very clean and there isn't a concentration on the map;1.0;healt;6.0;sick;3.0;The x-ray can only see on side of the body, so maybe the ai will see it as pneumonia;1.0;sick;7.0;sick;7.0;has concentrations ;1.0;healt;5.0;healt;5.0;The heat map is many different areas, almost like its searching for something it can't find;1.0;healt;6.0;healt;5.0;no concentrations ;The center area of the body;The outskirts of the lungs;2.0;3.0;2.0;4.0;4.0;3.0;2.0;2.0;7.0;1.0;1.0;1.0;2.0;3.0;6.0;2.0;2.0;6.0;3.0;6.0;4.0;Y;;Y;;;;No ;2391.08;214.32;58.63;173.66;106.92;223.99;75.26;66.24;118.3;161.14;33.93;229.32;55.7;203.82;1;1;1;0;1;0;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;0;1;1;7;6;0;0.5833333333333334;0.5833333333333334;0.5;0.6666666666666666;0.3333333333333333;4.416666666666667;4.833333333333333;4.0;126.45083333333334;3.0;2.0;2.3333333333333335;4.75;1.75
187;18;552694706;25.0;N;2.0;;;Y;;;;Y;;;Y;;;;;;;4.0;0;1.0;sick;5.0;sick;3.0;From the heatmap I believe the AI noticed the difference in the two unhealthy lungs, the right side of the image being more effected than the left, and based it's decision off of that.;1.0;sick;5.0;sick;5.0;Well it looks as though you can't even see the right lung and the left is faded too. The heatmap shows that the AI is focused on the lower regions and the middle of the chest prime locations to see the infection.;1.0;sick;5.0;sick;4.0;;1.0;healt;4.0;healt;4.0;;1.0;sick;2.0;sick;4.0;"The heatmap shows the AI most focused on the word ""PORTABLE"", as well as the spine, heart, and left lung. Taking that into account I'd say the AI would believe this person was suffering from pneumonia.";1.0;healt;4.0;healt;3.0;;1.0;sick;4.0;healt;3.0;The lungs looks balanced so the AI may assume that they are not infected.;1.0;healt;4.0;healt;4.0;;1.0;healt;3.0;sick;3.0;This was a tricky one, the AI seems to be focused on empty space the most on the heatmap, due to the x-rays positioning. Because of that I believe it made the decision of the patient suffering from pneumonia.;1.0;sick;5.0;sick;7.0;;1.0;healt;4.0;healt;4.0;The AI picked some interesting areas to focus on in the heatmap, I believe it decided that the lungs were healthy due to the even appearance of them and the color of the scan.;1.0;healt;4.0;healt;4.0;;From the heatmap I noticed the AI paying attention to the surrounding areas of the lungs, the spine, heart, abdomen, and the armpits often when it predicted pneumonia.;The highlighted areas or color of the x-ray of the lungs. I noticed if the lungs are even in their amount of oxygen the AI will see healthy lungs.;3.0;2.0;1.0;2.0;4.0;3.0;2.0;1.0;7.0;2.0;5.0;4.0;3.0;1.0;5.0;6.0;4.0;4.0;2.0;5.0;4.0;Y;Y;Y;Y;Y;;;2578.55;342.34;165.1;78.15;34.42;244.09;34.95;138.22;48.79;278.86;22.22;237.47;65.22;542.85;1;1;1;1;0;1;0;1;1;1;0;0;1;1;1;0;1;0;1;1;0;0;1;1;8;8;0;0.8333333333333334;0.6666666666666666;0.6666666666666666;0.5;0.8333333333333334;4.0;3.875;4.25;140.8191666666667;2.5;1.5;1.6666666666666667;4.5;4.5
193;18;770226065;60.0;N;1.0;;Y;Y;Y;;;;;Y;;;;;;;;3.0;2;1.0;sick;5.0;sick;6.0;Due to the cloudiness of the image;-1.0;sick;7.0;sick;7.0;Lungs unclear;-1.0;sick;5.0;sick;4.0;some cloudiness;-1.0;sick;7.0;sick;7.0;Lungs not clear;-1.0;healt;7.0;healt;7.0;clear lungs;-1.0;sick;4.0;sick;4.0;some cloudiness in lungs;0.66;sick;4.0;sick;3.0;cloudiness in lungs;0.66;healt;3.0;healt;3.0;clear lungs;0.61;healt;7.0;healt;7.0;Lungs are clear;-1.0;sick;7.0;sick;7.0;Lungs not clear;-1.0;healt;4.0;healt;4.0;clear lungs;0.65;sick;5.0;sick;5.0;some cloudiness in lungs;The lung and if they look clear;How clear the lungs appear;3.0;3.0;3.0;4.0;3.0;3.0;3.0;2.0;2.0;1.0;3.0;3.0;3.0;1.0;4.0;4.0;4.0;2.0;1.0;2.0;3.0;Y;;;Y;Y;;;801.06;56.51;40.49;33.28;33.41;20.08;28.4;37.57;47.0;38.24;23.76;23.84;37.2;149.0;1;1;1;0;1;0;0;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;1;0;8;8;7;1.0;0.8;0.6;0.0;0.75;4.8;5.333333333333333;4.0;43.303999999999995;3.1666666666666665;2.5;1.0;2.75;3.5
